ID,label,length,path
Ses01M_impro01_M007,fru,1.9399375,./IEMOCAP_full_release/wav/Ses01M_impro01_M007.wav
Ses01M_impro01_M008,fru,1.1,./IEMOCAP_full_release/wav/Ses01M_impro01_M008.wav
Ses01M_impro01_M009,fru,5.31,./IEMOCAP_full_release/wav/Ses01M_impro01_M009.wav
Ses01M_impro01_M010,neu,2.2199375,./IEMOCAP_full_release/wav/Ses01M_impro01_M010.wav
Ses01M_impro01_M011,fru,4.49,./IEMOCAP_full_release/wav/Ses01M_impro01_M011.wav
Ses01M_impro01_M012,fru,3.25,./IEMOCAP_full_release/wav/Ses01M_impro01_M012.wav
Ses01M_impro01_M013,fru,3.1924375,./IEMOCAP_full_release/wav/Ses01M_impro01_M013.wav
Ses01M_impro01_M014,xxx,1.18,./IEMOCAP_full_release/wav/Ses01M_impro01_M014.wav
Ses01M_impro01_M015,fru,1.87,./IEMOCAP_full_release/wav/Ses01M_impro01_M015.wav
Ses01M_impro01_M016,fru,2.1099375,./IEMOCAP_full_release/wav/Ses01M_impro01_M016.wav
Ses01M_impro01_M017,fru,2.73,./IEMOCAP_full_release/wav/Ses01M_impro01_M017.wav
Ses01M_impro01_M018,fru,5.67,./IEMOCAP_full_release/wav/Ses01M_impro01_M018.wav
Ses01M_impro01_M019,fru,2.91,./IEMOCAP_full_release/wav/Ses01M_impro01_M019.wav
Ses01M_impro01_M020,ang,3.62,./IEMOCAP_full_release/wav/Ses01M_impro01_M020.wav
Ses01M_impro01_M021,xxx,5.33,./IEMOCAP_full_release/wav/Ses01M_impro01_M021.wav
Ses01M_impro01_M022,fru,1.37,./IEMOCAP_full_release/wav/Ses01M_impro01_M022.wav
Ses01M_impro01_M023,fru,2.5299375,./IEMOCAP_full_release/wav/Ses01M_impro01_M023.wav
Ses01M_impro01_M024,xxx,2.6225,./IEMOCAP_full_release/wav/Ses01M_impro01_M024.wav
Ses01M_impro01_M025,ang,3.3449375,./IEMOCAP_full_release/wav/Ses01M_impro01_M025.wav
Ses01M_impro01_M026,fru,6.73,./IEMOCAP_full_release/wav/Ses01M_impro01_M026.wav
Ses01M_impro01_M027,fru,3.465,./IEMOCAP_full_release/wav/Ses01M_impro01_M027.wav
Ses01M_impro01_M028,fru,2.4,./IEMOCAP_full_release/wav/Ses01M_impro01_M028.wav
Ses01M_impro01_M029,xxx,7.99,./IEMOCAP_full_release/wav/Ses01M_impro01_M029.wav
Ses01M_impro01_M030,ang,1.1199375,./IEMOCAP_full_release/wav/Ses01M_impro01_M030.wav
Ses01M_impro01_M031,ang,2.67,./IEMOCAP_full_release/wav/Ses01M_impro01_M031.wav
Ses01M_impro01_M032,ang,5.5099375,./IEMOCAP_full_release/wav/Ses01M_impro01_M032.wav
Ses01M_impro01_M033,fru,5.0325,./IEMOCAP_full_release/wav/Ses01M_impro01_M033.wav
Ses01M_impro02_F000,neu,3.39625,./IEMOCAP_full_release/wav/Ses01M_impro02_F000.wav
Ses01M_impro02_F001,xxx,2.8299375,./IEMOCAP_full_release/wav/Ses01M_impro02_F001.wav
Ses01M_impro02_F002,sur,3.1099375,./IEMOCAP_full_release/wav/Ses01M_impro02_F002.wav
Ses01M_impro02_F003,fru,3.2,./IEMOCAP_full_release/wav/Ses01M_impro02_F003.wav
Ses01M_impro02_F004,fru,2.2725,./IEMOCAP_full_release/wav/Ses01M_impro02_F004.wav
Ses01M_impro02_F005,fru,3.3249375,./IEMOCAP_full_release/wav/Ses01M_impro02_F005.wav
Ses01M_impro02_F006,fru,1.5,./IEMOCAP_full_release/wav/Ses01M_impro02_F006.wav
Ses01M_impro02_F007,fru,3.1299375,./IEMOCAP_full_release/wav/Ses01M_impro02_F007.wav
Ses01M_impro02_F008,fru,1.2649375,./IEMOCAP_full_release/wav/Ses01M_impro02_F008.wav
Ses01M_impro02_F009,sad,3.3,./IEMOCAP_full_release/wav/Ses01M_impro02_F009.wav
Ses01M_impro02_F010,sad,3.2599375,./IEMOCAP_full_release/wav/Ses01M_impro02_F010.wav
Ses01M_impro02_F011,xxx,5.6299375,./IEMOCAP_full_release/wav/Ses01M_impro02_F011.wav
Ses01M_impro02_F012,xxx,2.2874375,./IEMOCAP_full_release/wav/Ses01M_impro02_F012.wav
Ses01M_impro02_F013,sad,4.0599375,./IEMOCAP_full_release/wav/Ses01M_impro02_F013.wav
Ses01M_impro02_F014,xxx,2.6083125,./IEMOCAP_full_release/wav/Ses01M_impro02_F014.wav
Ses01M_impro02_F015,sad,2.6899375,./IEMOCAP_full_release/wav/Ses01M_impro02_F015.wav
Ses01M_impro02_F016,xxx,2.86,./IEMOCAP_full_release/wav/Ses01M_impro02_F016.wav
Ses01M_impro02_F017,sad,4.9399375,./IEMOCAP_full_release/wav/Ses01M_impro02_F017.wav
Ses01M_impro02_F018,xxx,4.82,./IEMOCAP_full_release/wav/Ses01M_impro02_F018.wav
Ses01M_impro02_F019,sad,2.2924375,./IEMOCAP_full_release/wav/Ses01M_impro02_F019.wav
Ses01M_impro02_F020,xxx,4.86,./IEMOCAP_full_release/wav/Ses01M_impro02_F020.wav
Ses01M_impro02_F021,xxx,2.2049375,./IEMOCAP_full_release/wav/Ses01M_impro02_F021.wav
Ses01M_impro02_M000,neu,3.30175,./IEMOCAP_full_release/wav/Ses01M_impro02_M000.wav
Ses01M_impro02_M001,sad,3.7599375,./IEMOCAP_full_release/wav/Ses01M_impro02_M001.wav
Ses01M_impro02_M002,sad,4.3,./IEMOCAP_full_release/wav/Ses01M_impro02_M002.wav
Ses01M_impro02_M003,sad,2.7149375,./IEMOCAP_full_release/wav/Ses01M_impro02_M003.wav
Ses01M_impro02_M004,xxx,2.72,./IEMOCAP_full_release/wav/Ses01M_impro02_M004.wav
Ses01M_impro02_M005,xxx,1.9275,./IEMOCAP_full_release/wav/Ses01M_impro02_M005.wav
Ses01M_impro02_M006,fru,2.4399375,./IEMOCAP_full_release/wav/Ses01M_impro02_M006.wav
Ses01M_impro02_M007,sad,8.5199375,./IEMOCAP_full_release/wav/Ses01M_impro02_M007.wav
Ses01M_impro02_M008,xxx,4.0199375,./IEMOCAP_full_release/wav/Ses01M_impro02_M008.wav
Ses01M_impro02_M009,sad,2.9225,./IEMOCAP_full_release/wav/Ses01M_impro02_M009.wav
Ses01M_impro02_M010,sad,2.68,./IEMOCAP_full_release/wav/Ses01M_impro02_M010.wav
Ses01M_impro02_M011,sad,4.1899375,./IEMOCAP_full_release/wav/Ses01M_impro02_M011.wav
Ses01M_impro02_M012,sad,1.8299375,./IEMOCAP_full_release/wav/Ses01M_impro02_M012.wav
Ses01M_impro02_M013,sad,4.425,./IEMOCAP_full_release/wav/Ses01M_impro02_M013.wav
Ses01M_impro02_M014,sad,8.34,./IEMOCAP_full_release/wav/Ses01M_impro02_M014.wav
Ses01M_impro02_M015,sad,2.2824375,./IEMOCAP_full_release/wav/Ses01M_impro02_M015.wav
Ses01M_impro02_M016,sad,4.3899375,./IEMOCAP_full_release/wav/Ses01M_impro02_M016.wav
Ses01M_impro02_M017,sad,6.68,./IEMOCAP_full_release/wav/Ses01M_impro02_M017.wav
Ses01M_impro02_M018,sad,3.1899375,./IEMOCAP_full_release/wav/Ses01M_impro02_M018.wav
Ses01M_impro02_M019,sad,3.5199375,./IEMOCAP_full_release/wav/Ses01M_impro02_M019.wav
Ses01M_impro02_M020,sad,2.0799375,./IEMOCAP_full_release/wav/Ses01M_impro02_M020.wav
Ses01M_impro02_M021,sad,3.7599375,./IEMOCAP_full_release/wav/Ses01M_impro02_M021.wav
Ses01M_impro02_M022,sad,2.07,./IEMOCAP_full_release/wav/Ses01M_impro02_M022.wav
Ses01M_impro02_M023,sad,5.31,./IEMOCAP_full_release/wav/Ses01M_impro02_M023.wav
Ses01M_impro02_M024,xxx,2.73,./IEMOCAP_full_release/wav/Ses01M_impro02_M024.wav
Ses01M_impro02_M025,sad,2.4499375,./IEMOCAP_full_release/wav/Ses01M_impro02_M025.wav
Ses01M_impro03_F000,xxx,1.8299375,./IEMOCAP_full_release/wav/Ses01M_impro03_F000.wav
Ses01M_impro03_F001,sur,1.2899375,./IEMOCAP_full_release/wav/Ses01M_impro03_F001.wav
Ses01M_impro03_F002,exc,1.37675,./IEMOCAP_full_release/wav/Ses01M_impro03_F002.wav
Ses01M_impro03_F003,exc,1.5525,./IEMOCAP_full_release/wav/Ses01M_impro03_F003.wav
Ses01M_impro03_F004,exc,2.5975,./IEMOCAP_full_release/wav/Ses01M_impro03_F004.wav
Ses01M_impro03_F005,exc,7.2099375,./IEMOCAP_full_release/wav/Ses01M_impro03_F005.wav
Ses01M_impro03_F006,exc,3.735,./IEMOCAP_full_release/wav/Ses01M_impro03_F006.wav
Ses01M_impro03_F007,exc,4.33,./IEMOCAP_full_release/wav/Ses01M_impro03_F007.wav
Ses01M_impro03_F008,exc,7.2,./IEMOCAP_full_release/wav/Ses01M_impro03_F008.wav
Ses01M_impro03_F009,exc,3.7774375,./IEMOCAP_full_release/wav/Ses01M_impro03_F009.wav
Ses01M_impro03_F010,exc,11.0575,./IEMOCAP_full_release/wav/Ses01M_impro03_F010.wav
Ses01M_impro03_F011,exc,8.4124375,./IEMOCAP_full_release/wav/Ses01M_impro03_F011.wav
Ses01M_impro03_F012,exc,7.5199375,./IEMOCAP_full_release/wav/Ses01M_impro03_F012.wav
Ses01M_impro03_F013,exc,1.73,./IEMOCAP_full_release/wav/Ses01M_impro03_F013.wav
Ses01M_impro03_F014,exc,3.2599375,./IEMOCAP_full_release/wav/Ses01M_impro03_F014.wav
Ses01M_impro03_F015,exc,6.6374375,./IEMOCAP_full_release/wav/Ses01M_impro03_F015.wav
Ses01M_impro03_F016,exc,4.4225,./IEMOCAP_full_release/wav/Ses01M_impro03_F016.wav
Ses01M_impro03_F017,neu,2.91,./IEMOCAP_full_release/wav/Ses01M_impro03_F017.wav
Ses01M_impro03_F018,neu,1.2599375,./IEMOCAP_full_release/wav/Ses01M_impro03_F018.wav
Ses01M_impro03_F019,exc,3.61,./IEMOCAP_full_release/wav/Ses01M_impro03_F019.wav
Ses01M_impro03_F020,exc,1.7799375,./IEMOCAP_full_release/wav/Ses01M_impro03_F020.wav
Ses01M_impro03_F021,neu,3.5299375,./IEMOCAP_full_release/wav/Ses01M_impro03_F021.wav
Ses01M_impro03_F022,exc,3.9899375,./IEMOCAP_full_release/wav/Ses01M_impro03_F022.wav
Ses01M_impro03_F023,exc,7.78,./IEMOCAP_full_release/wav/Ses01M_impro03_F023.wav
Ses01M_impro03_F024,exc,1.8,./IEMOCAP_full_release/wav/Ses01M_impro03_F024.wav
Ses01M_impro03_F025,exc,3.675,./IEMOCAP_full_release/wav/Ses01M_impro03_F025.wav
Ses01M_impro03_F026,exc,2.6474375,./IEMOCAP_full_release/wav/Ses01M_impro03_F026.wav
Ses01M_impro03_M000,exc,2.6399375,./IEMOCAP_full_release/wav/Ses01M_impro03_M000.wav
Ses01M_impro03_M001,exc,5.2599375,./IEMOCAP_full_release/wav/Ses01M_impro03_M001.wav
Ses01M_impro03_M002,xxx,1.28,./IEMOCAP_full_release/wav/Ses01M_impro03_M002.wav
Ses01M_impro03_M003,neu,3.61,./IEMOCAP_full_release/wav/Ses01M_impro03_M003.wav
Ses01M_impro03_M004,exc,9.2599375,./IEMOCAP_full_release/wav/Ses01M_impro03_M004.wav
Ses01M_impro03_M005,exc,4.1899375,./IEMOCAP_full_release/wav/Ses01M_impro03_M005.wav
Ses01M_impro03_M006,neu,7.4625,./IEMOCAP_full_release/wav/Ses01M_impro03_M006.wav
Ses01M_impro03_M007,exc,8.0825,./IEMOCAP_full_release/wav/Ses01M_impro03_M007.wav
Ses01M_impro03_M008,exc,15.0675,./IEMOCAP_full_release/wav/Ses01M_impro03_M008.wav
Ses01M_impro03_M009,xxx,1.3149375,./IEMOCAP_full_release/wav/Ses01M_impro03_M009.wav
Ses01M_impro03_M010,exc,2.68,./IEMOCAP_full_release/wav/Ses01M_impro03_M010.wav
Ses01M_impro03_M011,exc,2.2899375,./IEMOCAP_full_release/wav/Ses01M_impro03_M011.wav
Ses01M_impro03_M012,exc,1.72,./IEMOCAP_full_release/wav/Ses01M_impro03_M012.wav
Ses01M_impro03_M013,exc,2.1525,./IEMOCAP_full_release/wav/Ses01M_impro03_M013.wav
Ses01M_impro03_M014,neu,3.54,./IEMOCAP_full_release/wav/Ses01M_impro03_M014.wav
Ses01M_impro03_M015,exc,2.1,./IEMOCAP_full_release/wav/Ses01M_impro03_M015.wav
Ses01M_impro03_M016,exc,3.93,./IEMOCAP_full_release/wav/Ses01M_impro03_M016.wav
Ses01M_impro03_M017,exc,11.33,./IEMOCAP_full_release/wav/Ses01M_impro03_M017.wav
Ses01M_impro03_M018,neu,2.05,./IEMOCAP_full_release/wav/Ses01M_impro03_M018.wav
Ses01M_impro03_M019,exc,3.7799375,./IEMOCAP_full_release/wav/Ses01M_impro03_M019.wav
Ses01M_impro03_M020,exc,3.31,./IEMOCAP_full_release/wav/Ses01M_impro03_M020.wav
Ses01M_impro03_M021,neu,8.6875,./IEMOCAP_full_release/wav/Ses01M_impro03_M021.wav
Ses01M_impro03_M022,exc,9.7799375,./IEMOCAP_full_release/wav/Ses01M_impro03_M022.wav
Ses01M_impro03_M023,exc,4.54,./IEMOCAP_full_release/wav/Ses01M_impro03_M023.wav
Ses01M_impro03_M024,exc,1.46,./IEMOCAP_full_release/wav/Ses01M_impro03_M024.wav
Ses01M_impro03_M025,xxx,1.15,./IEMOCAP_full_release/wav/Ses01M_impro03_M025.wav
Ses01M_impro07_F000,neu,0.9399375,./IEMOCAP_full_release/wav/Ses01M_impro07_F000.wav
Ses01M_impro07_F001,exc,7.17,./IEMOCAP_full_release/wav/Ses01M_impro07_F001.wav
Ses01M_impro07_F002,xxx,1.37,./IEMOCAP_full_release/wav/Ses01M_impro07_F002.wav
Ses01M_impro07_F003,exc,2.75,./IEMOCAP_full_release/wav/Ses01M_impro07_F003.wav
Ses01M_impro07_F004,exc,2.7699375,./IEMOCAP_full_release/wav/Ses01M_impro07_F004.wav
Ses01M_impro07_F005,exc,3.55,./IEMOCAP_full_release/wav/Ses01M_impro07_F005.wav
Ses01M_impro07_F006,exc,4.7024375,./IEMOCAP_full_release/wav/Ses01M_impro07_F006.wav
Ses01M_impro07_F007,exc,4.1375,./IEMOCAP_full_release/wav/Ses01M_impro07_F007.wav
Ses01M_impro07_F008,exc,2.46,./IEMOCAP_full_release/wav/Ses01M_impro07_F008.wav
Ses01M_impro07_F009,exc,4.9961875,./IEMOCAP_full_release/wav/Ses01M_impro07_F009.wav
Ses01M_impro07_F010,neu,1.43,./IEMOCAP_full_release/wav/Ses01M_impro07_F010.wav
Ses01M_impro07_F011,exc,5.9599375,./IEMOCAP_full_release/wav/Ses01M_impro07_F011.wav
Ses01M_impro07_F012,neu,3.7099375,./IEMOCAP_full_release/wav/Ses01M_impro07_F012.wav
Ses01M_impro07_F013,exc,3.3899375,./IEMOCAP_full_release/wav/Ses01M_impro07_F013.wav
Ses01M_impro07_F014,exc,11.2675,./IEMOCAP_full_release/wav/Ses01M_impro07_F014.wav
Ses01M_impro07_F015,exc,3.9975,./IEMOCAP_full_release/wav/Ses01M_impro07_F015.wav
Ses01M_impro07_F016,exc,6.2399375,./IEMOCAP_full_release/wav/Ses01M_impro07_F016.wav
Ses01M_impro07_F017,xxx,7.4,./IEMOCAP_full_release/wav/Ses01M_impro07_F017.wav
Ses01M_impro07_F018,exc,4.75,./IEMOCAP_full_release/wav/Ses01M_impro07_F018.wav
Ses01M_impro07_F019,xxx,2.5249375,./IEMOCAP_full_release/wav/Ses01M_impro07_F019.wav
Ses01M_impro07_F020,neu,4.1,./IEMOCAP_full_release/wav/Ses01M_impro07_F020.wav
Ses01M_impro07_F021,exc,7.2624375,./IEMOCAP_full_release/wav/Ses01M_impro07_F021.wav
Ses01M_impro07_F022,exc,5.2599375,./IEMOCAP_full_release/wav/Ses01M_impro07_F022.wav
Ses01M_impro07_F023,exc,2.73,./IEMOCAP_full_release/wav/Ses01M_impro07_F023.wav
Ses01M_impro07_F024,exc,2.495,./IEMOCAP_full_release/wav/Ses01M_impro07_F024.wav
Ses01M_impro07_F025,exc,3.605,./IEMOCAP_full_release/wav/Ses01M_impro07_F025.wav
Ses01M_impro07_F026,exc,5.2099375,./IEMOCAP_full_release/wav/Ses01M_impro07_F026.wav
Ses01M_impro07_F027,exc,11.62,./IEMOCAP_full_release/wav/Ses01M_impro07_F027.wav
Ses01M_impro07_F028,xxx,2.4699375,./IEMOCAP_full_release/wav/Ses01M_impro07_F028.wav
Ses01M_impro07_F029,xxx,5.98,./IEMOCAP_full_release/wav/Ses01M_impro07_F029.wav
Ses01M_impro07_F030,xxx,1.6999375,./IEMOCAP_full_release/wav/Ses01M_impro07_F030.wav
Ses01M_impro07_F031,xxx,3.4199375,./IEMOCAP_full_release/wav/Ses01M_impro07_F031.wav
Ses01M_impro07_F032,xxx,1.1975,./IEMOCAP_full_release/wav/Ses01M_impro07_F032.wav
Ses01M_impro07_F033,hap,2.3499375,./IEMOCAP_full_release/wav/Ses01M_impro07_F033.wav
Ses01M_impro07_F034,hap,10.3074375,./IEMOCAP_full_release/wav/Ses01M_impro07_F034.wav
Ses01M_impro07_M000,exc,5.2988125,./IEMOCAP_full_release/wav/Ses01M_impro07_M000.wav
Ses01M_impro07_M001,exc,6.5299375,./IEMOCAP_full_release/wav/Ses01M_impro07_M001.wav
Ses01M_impro07_M002,exc,5.1299375,./IEMOCAP_full_release/wav/Ses01M_impro07_M002.wav
Ses01M_impro07_M003,exc,13.46,./IEMOCAP_full_release/wav/Ses01M_impro07_M003.wav
Ses01M_impro07_M004,exc,3.8999375,./IEMOCAP_full_release/wav/Ses01M_impro07_M004.wav
Ses01M_impro07_M005,exc,9.5,./IEMOCAP_full_release/wav/Ses01M_impro07_M005.wav
Ses01M_impro07_M006,hap,4.1299375,./IEMOCAP_full_release/wav/Ses01M_impro07_M006.wav
Ses01M_impro07_M007,exc,1.68,./IEMOCAP_full_release/wav/Ses01M_impro07_M007.wav
Ses01M_impro07_M008,exc,4.8199375,./IEMOCAP_full_release/wav/Ses01M_impro07_M008.wav
Ses01M_impro07_M009,exc,1.97,./IEMOCAP_full_release/wav/Ses01M_impro07_M009.wav
Ses01M_impro07_M010,exc,12.501625,./IEMOCAP_full_release/wav/Ses01M_impro07_M010.wav
Ses01M_impro07_M011,hap,3.1375,./IEMOCAP_full_release/wav/Ses01M_impro07_M011.wav
Ses01M_impro07_M012,xxx,3.0099375,./IEMOCAP_full_release/wav/Ses01M_impro07_M012.wav
Ses01M_impro07_M013,hap,11.6899375,./IEMOCAP_full_release/wav/Ses01M_impro07_M013.wav
Ses01M_impro07_M014,xxx,5.8025,./IEMOCAP_full_release/wav/Ses01M_impro07_M014.wav
Ses01M_impro07_M015,xxx,9.7524375,./IEMOCAP_full_release/wav/Ses01M_impro07_M015.wav
Ses01M_impro07_M016,xxx,3.87,./IEMOCAP_full_release/wav/Ses01M_impro07_M016.wav
Ses01M_impro07_M017,hap,2.67,./IEMOCAP_full_release/wav/Ses01M_impro07_M017.wav
Ses01M_impro07_M018,exc,5.705,./IEMOCAP_full_release/wav/Ses01M_impro07_M018.wav
Ses01M_impro07_M019,hap,1.34,./IEMOCAP_full_release/wav/Ses01M_impro07_M019.wav
Ses01M_impro07_M020,neu,3.86,./IEMOCAP_full_release/wav/Ses01M_impro07_M020.wav
Ses01M_impro07_M021,sur,2.2125,./IEMOCAP_full_release/wav/Ses01M_impro07_M021.wav
Ses01M_impro07_M022,sur,3.0074375,./IEMOCAP_full_release/wav/Ses01M_impro07_M022.wav
Ses01M_impro07_M023,xxx,5.28,./IEMOCAP_full_release/wav/Ses01M_impro07_M023.wav
Ses01M_impro07_M024,exc,4.46,./IEMOCAP_full_release/wav/Ses01M_impro07_M024.wav
Ses01M_impro07_M025,xxx,2.6125,./IEMOCAP_full_release/wav/Ses01M_impro07_M025.wav
Ses01M_impro07_M026,neu,2.9024375,./IEMOCAP_full_release/wav/Ses01M_impro07_M026.wav
Ses01M_impro07_M027,xxx,1.49,./IEMOCAP_full_release/wav/Ses01M_impro07_M027.wav
Ses01M_impro07_M028,xxx,5.4074375,./IEMOCAP_full_release/wav/Ses01M_impro07_M028.wav
Ses01M_impro07_M029,xxx,5.74,./IEMOCAP_full_release/wav/Ses01M_impro07_M029.wav
Ses01M_impro07_M030,neu,2.0299375,./IEMOCAP_full_release/wav/Ses01M_impro07_M030.wav
Ses01M_impro07_M031,xxx,1.25,./IEMOCAP_full_release/wav/Ses01M_impro07_M031.wav
Ses01M_impro07_M032,hap,3.4799375,./IEMOCAP_full_release/wav/Ses01M_impro07_M032.wav
Ses01M_impro07_M033,hap,1.79,./IEMOCAP_full_release/wav/Ses01M_impro07_M033.wav
Ses01M_impro06_F000,neu,2.5845,./IEMOCAP_full_release/wav/Ses01M_impro06_F000.wav
Ses01M_impro06_F001,neu,3.1275,./IEMOCAP_full_release/wav/Ses01M_impro06_F001.wav
Ses01M_impro06_F002,neu,2.3199375,./IEMOCAP_full_release/wav/Ses01M_impro06_F002.wav
Ses01M_impro06_F003,sad,2.79,./IEMOCAP_full_release/wav/Ses01M_impro06_F003.wav
Ses01M_impro06_F004,sad,2.8429375,./IEMOCAP_full_release/wav/Ses01M_impro06_F004.wav
Ses01M_impro06_F005,sad,2.0654375,./IEMOCAP_full_release/wav/Ses01M_impro06_F005.wav
Ses01M_impro06_F006,sad,2.528375,./IEMOCAP_full_release/wav/Ses01M_impro06_F006.wav
Ses01M_impro06_F007,neu,2.2138125,./IEMOCAP_full_release/wav/Ses01M_impro06_F007.wav
Ses01M_impro06_F008,neu,1.8999375,./IEMOCAP_full_release/wav/Ses01M_impro06_F008.wav
Ses01M_impro06_F009,neu,3.97,./IEMOCAP_full_release/wav/Ses01M_impro06_F009.wav
Ses01M_impro06_F010,neu,4.3675,./IEMOCAP_full_release/wav/Ses01M_impro06_F010.wav
Ses01M_impro06_F011,neu,1.54,./IEMOCAP_full_release/wav/Ses01M_impro06_F011.wav
Ses01M_impro06_F012,neu,1.3625,./IEMOCAP_full_release/wav/Ses01M_impro06_F012.wav
Ses01M_impro06_F013,neu,2.9499375,./IEMOCAP_full_release/wav/Ses01M_impro06_F013.wav
Ses01M_impro06_F014,neu,1.3724375,./IEMOCAP_full_release/wav/Ses01M_impro06_F014.wav
Ses01M_impro06_F015,neu,1.2175,./IEMOCAP_full_release/wav/Ses01M_impro06_F015.wav
Ses01M_impro06_F016,neu,1.8399375,./IEMOCAP_full_release/wav/Ses01M_impro06_F016.wav
Ses01M_impro06_F017,neu,2.4449375,./IEMOCAP_full_release/wav/Ses01M_impro06_F017.wav
Ses01M_impro06_F018,neu,2.34,./IEMOCAP_full_release/wav/Ses01M_impro06_F018.wav
Ses01M_impro06_F019,neu,4.1924375,./IEMOCAP_full_release/wav/Ses01M_impro06_F019.wav
Ses01M_impro06_F020,neu,3.0593125,./IEMOCAP_full_release/wav/Ses01M_impro06_F020.wav
Ses01M_impro06_F021,neu,2.0046875,./IEMOCAP_full_release/wav/Ses01M_impro06_F021.wav
Ses01M_impro06_F022,neu,1.9499375,./IEMOCAP_full_release/wav/Ses01M_impro06_F022.wav
Ses01M_impro06_F023,neu,1.99,./IEMOCAP_full_release/wav/Ses01M_impro06_F023.wav
Ses01M_impro06_F024,neu,2.792375,./IEMOCAP_full_release/wav/Ses01M_impro06_F024.wav
Ses01M_impro06_F025,neu,1.8570625,./IEMOCAP_full_release/wav/Ses01M_impro06_F025.wav
Ses01M_impro06_F026,neu,2.9713125,./IEMOCAP_full_release/wav/Ses01M_impro06_F026.wav
